Title,Issn,SJR,H index
Transactional Analysis Journal,"23295244, 03621537",0.159,5
Transactions of the Royal Historical Society,"00804401, 14740648",0.159,31
Voprosy Detskoi Dietologii,"24149519, 17275784",0.159,7
Zeitschrift fur Dialektologie und Linguistik,00441449,0.159,9
Acta Chirurgiae Plasticae,"00015423, 18054404",0.158,19
Angiologiia i sosudistaia khirurgiia = Angiology and vascular surgery,10276661,0.158,11
ASHRAE Transactions,00012505,0.158,68
Asia-Pacific Journal of Molecular Biology and Biotechnology,01287451,0.158,21
Bodenkultur,"00065471, 27195430",0.158,20
Chemicke Listy,"12137103, 00092770",0.158,30
Ciceroniana On Line,25325353,0.158,3
Ciencias Psicologicas,"16884221, 16884094",0.158,2
"Cognition, Brain, Behavior. An Interdisciplinary Journal","2601226X, 22479228",0.158,5
Computer Assisted Methods in Engineering and Science,22993649,0.158,11
Critical Stages,24097411,0.158,2
Croatian and Comparative Public Administration,"18480357, 18492150",0.158,3
Defence Life Science Journal,24560537,0.158,5
Dyna (Spain),"00127361, 19891490",0.158,13
Enfermeria Nefrologica,"22542884, 22553517",0.158,10
European Journal of Psychotherapy and Counselling,"14695901, 13642537",0.158,15
Flux,11542721,0.158,14
Geography Research Forum,03335275,0.158,14
IASPM Journal,20793871,0.158,8
Indogermanische Forschungen,00197262,0.158,10
Intellectual Discourse,01284878,0.158,11
International Journal of Academic Medicine,24555568,0.158,4
Iranian Journal of Neonatology,"23222158, 22517510",0.158,11
Jewish Social Studies,"00216704, 15272028",0.158,5
"Journal Globalization, Competitiveness and Governability",19887116,0.158,7
Journal of Angiotherapy,"22078843, 2207872X",0.158,2
Journal of Clinical Outcomes Management,10796533,0.158,23
Journal of Egyptian History,"18741657, 18741665",0.158,9
Journal of Higher Education Policy and Leadership Studies,27171426,0.158,3
Journal of Osseointegration,"20364121, 2036413X",0.158,9
Journal of Pediatric Surgery Case Reports,22135766,0.158,12
Ler Historia,08706182,0.158,5
Material Religion,"17518342, 17432200",0.158,19
Mathematics for Applications,"18053629, 18053610",0.158,2
Mathematics Teaching-Research Journal,25734377,0.158,4
Metodicki Ogledi,"18482325, 0353765X",0.158,3
Music Reference Services Quarterly,10588167,0.158,10
National Medical Journal of China,03762491,0.158,30
NOWELE,"22129715, 01088416",0.158,10
Project Baikal,"23093072, 23074485",0.158,5
Recent Patents on Engineering,18722121,0.158,21
Religion and Literature,00294500,0.158,8
Shipin Kexue/Food Science,10026630,0.158,8
Sibirskii Filologicheskii Zhurnal,18137083,0.158,3
Strategies,"21683778, 08924562",0.158,12
Studies in World Christianity,"17500230, 13549901",0.158,12
Thai Journal of Obstetrics and Gynaecology,"08576084, 26730871",0.158,2
Urologiia,17282985,0.158,11
"Vestnik Pravoslavnogo Sviato-Tikhonovskogo Gumanitarnogo Universiteta, Seria I. Bogoslovie, Filosofia, Religiovedenie","24094692, 1991640X",0.158,2
World health &amp; population,17183340,0.158,16
American Journal of Biochemistry and Biotechnology,15533468,0.157,35
American Review of Canadian Studies,02722011,0.157,16
Annals of Eye Science,25204122,0.157,8
Athens Journal of Education,22417958,0.157,3
Australian Slavonic and East European Studies,08188149,0.157,2
Berichte. Geographie und Landeskunde,21966184,0.157,10
Chinese Journal of Chromatography (Se Pu),"18722059, 10008713",0.157,21
Colombia Forestal,"01200739, 2256201X",0.157,6
Commonwealth Law Bulletin,"03050718, 17505976",0.157,8
Communications on Applied Nonlinear Analysis,1074133X,0.157,16
Computational Mathematics and Modeling,1046283X,0.157,15
Ethics and the Environment,"15355306, 10856633",0.157,11
Fabad Journal of Pharmaceutical Sciences,13004182,0.157,19
Fractional Differential Calculus,18479677,0.157,2
Gastrointestinal Nursing,14795248,0.157,16
Geologica Macedonica,"18578586, 03521206",0.157,2
Great Plains Research,10525165,0.157,22
Icon,13618113,0.157,5
IEEE Conference Record of Annual Pulp and Paper Industry Technical Conference,01902172,0.157,17
Indian Journal of Nuclear Medicine,"09740244, 09723919",0.157,16
"International Journal of Accounting, Auditing and Performance Evaluation","17408008, 17408016",0.157,16
International Journal of Computer Aided Engineering and Technology,"17572665, 17572657",0.157,15
International Journal of Interdisciplinary Environmental Studies,"23291621, 23291559",0.157,5
International Journal of Low Radiation,"17419190, 14776545",0.157,15
Israel Journal of Psychiatry and Related Sciences,03337308,0.157,39
Italian Journal of Sociology of Education,20354983,0.157,7
Jordan Journal of Business Administration,"18158633, 23086149",0.157,4
Journal of Engineering and Applied Science,"11101903, 25369512",0.157,16
Journal of Integrated Disaster Risk Management,21858322,0.157,1
Journal of Language and Discrimination,"23972645, 23972637",0.157,1
Journal of Modern European History,"16118944, 26319764",0.157,13
Journal of Siberian Federal University - Biology,"23135530, 19971389",0.157,3
Journal of the History of Analytical Philosophy,21590303,0.157,3
Journal of the Middle East and Africa,"21520844, 21520852",0.157,11
Journal of the Serbian Society for Computational Mechanics,18206530,0.157,12
Laryngo- Rhino- Otologie,"09358943, 14388685",0.157,35
Medecine/Sciences,"07670974, 19585381",0.157,28
Modern Africa,"25707558, 23363274",0.157,3
"Molecular Genetics, Microbiology and Virology","08914168, 1934841X",0.157,12
"Moscow University Physics Bulletin (English Translation of Vestnik Moskovskogo Universiteta, Fizika)","19348460, 00271349",0.157,15
Music Educators Journal,"00274321, 19450087",0.157,20
New Criminal Law Review,"19334206, 19334192",0.157,20
Nomadas,"25394762, 01217550",0.157,3
"Optoelectronics and Advanced Materials, Rapid Communications","18426573, 20653824",0.157,32
Pharmacological Research - Modern Chinese Medicine,26671425,0.157,4
Photography and Culture,"17514525, 17514517",0.157,7
Polish Journal of Entomology,"22999884, 00323780",0.157,5
Psicologia: Teoria e Pesquisa,01023772,0.157,24
Rusin,"23451149, 18572685",0.157,10
Studia Theologica,12128570,0.157,4
Taiwan Economic Review,10183833,0.157,4
Veterinarski Glasnik,"24060771, 03502457",0.157,3
Acta Historiae Artis Slovenica,14080419,0.156,5
African Journal of Business and Economic Research,"17504554, 17504562",0.156,9
Agricultural Science Digest,"09760547, 0253150X",0.156,4
"Amino Acids, Peptides and Proteins",13615904,0.156,9
Annals of HPB Surgery,"19955464, 24089524",0.156,4
Anthropological Journal of European Cultures,"17552923, 17552931",0.156,10
Applied Chemistry for Engineering,"12250112, 22884505",0.156,12
Archiv fur Papyrusforschung und Verwandte Gebiete,"18671551, 00666459",0.156,10
Avances del Cesor,"15143899, 24226580",0.156,3
Beijing da xue xue bao. Yi xue ban = Journal of Peking University. Health sciences,1671167X,0.156,20
Beijing Youdian Xueyuan Xuebao/Journal of Beijing University of Posts And Telecommunications,10005145,0.156,16
Biologie Aujourd'hui,"21050686, 21050678",0.156,22
Bulletin of the Geological Survey of Finland,0367522X,0.156,14
Canadian journal of women and the law = Revue juridique La femme et le droit,"08328781, 19110235",0.156,16
Chinese Journal of Ship Research,16733185,0.156,7
Clinical Archives of Communication Disorders,25085948,0.156,6
Criminal Law Forum,10468374,0.156,23
Current Nanomaterials,"24054623, 24054615",0.156,4
Defect and Diffusion Forum,"10120386, 16629507",0.156,35
Defence S and T Technical Bulletin,19856571,0.156,11
Diabetologie und Stoffwechsel,"18619002, 18619010",0.156,16
Disaster Advances,"22784543, 0974262X",0.156,19
Ekonomicky Casopis,00133035,0.156,19
English Studies in Africa,00138398,0.156,11
Epilepsy and Paroxysmal Conditions,"20778333, 23114088",0.156,3
Estudios Sociologicos,01854186,0.156,7
Fujitsu Scientific and Technical Journal,00162523,0.156,23
Fundamental and Applied Mathematics,"15605159, 20766203",0.156,8
Iberoromania,00190993,0.156,6
"Indian Journal of Chemistry - Section A Inorganic, Physical, Theoretical and Analytical Chemistry","09750975, 03764710",0.156,43
International Journal of Communication and Linguistic Studies,"23278617, 23277882",0.156,4
International Journal of High Performance Systems Architecture,"17516536, 17516528",0.156,12
International Journal of Sustainable Building Technology and Urban Development,"20937628, 2093761X",0.156,20
Iranian Economic Review,10266542,0.156,10
Journal of Applied and Natural Science,"09749411, 22315209",0.156,4
Journal of Governance and Regulation,"23066784, 22209352",0.156,5
Journal of Himalayan Earth Sciences,"23056959, 19943237",0.156,10
"Journal of King Abdulaziz University, Islamic Economics","10187383, 16584244",0.156,12
Journal of Medical Cases,"19234163, 19234155",0.156,5
"Journal of Obstetrics, Gynecology and Cancer Research","24765848, 26453991",0.156,3
Journal of Semiconductor Technology and Science,15981657,0.156,20
Journal of Surgical Case Reports,20428812,0.156,6
Journal of Tax Reform,"24128872, 24149497",0.156,2
Journal on the Use of Force and International Law,"20531702, 20531710",0.156,9
Malaysian Online Journal of Educational Management,22894489,0.156,5
Micro and Nanosystems,"18764037, 18764029",0.156,17
Modern American History,"25150456, 23971851",0.156,4
Multilingualism and Diversity Management,22107010,0.156,1
Neiranji Xuebao/Transactions of CSICE (Chinese Society for Internal Combustion Engines),10000909,0.156,18
Nutrition Clinique et Metabolisme,"17683092, 09850562",0.156,16
Postepy Psychiatrii i Neurologii,12302813,0.156,9
Progresos en Obstetricia y Ginecologia,"15781453, 03045013",0.156,11
Protetyka stomatologiczna,00331783,0.156,4
Psychological Thought,21937281,0.156,7
"Region: Regional Studies of Russia, Eastern Europe, and Central Asia","21650659, 21664307",0.156,7
Revista Fitotecnia Mexicana,01877380,0.156,19
Revista Latinoamericana de Psicopatologia Fundamental,"19840381, 14154714",0.156,8
Romanian Journal of Applied Psychology,"2392845X, 23928441",0.156,3
Science and Innovation,"24099066, 24134996",0.156,6
Seminars in Roentgenology,"0037198X, 15584658",0.156,30
Shenzhen Daxue Xuebao (Ligong Ban)/Journal of Shenzhen University Science and Engineering,10002618,0.156,12
Sociologisk Forskning,00380342,0.156,9
"Studies in Logic, Grammar and Rhetoric",0860150X,0.156,14
Textual Practice,"0950236X, 14701308",0.156,23
Tirant,15797422,0.156,1
Acta Commercii,"16841999, 24131903",0.155,2
Acta Cybernetica,0324721X,0.155,18
Acta Paedagogica Vilnensia,"13925016, 1648665X",0.155,2
Acta Poloniae Pharmaceutica,00016837,0.155,48
Advances in Library Administration and Organization,07320671,0.155,8
Advances in Military Technology,18022308,0.155,13
Animation,"17468485, 17468477",0.155,14
Annals of Pediatric Surgery,"16874137, 20905394",0.155,7
Applied and Computational Mechanics,"23361182, 1802680X",0.155,7
Canadian Foreign Policy Journal,"21570817, 11926422",0.155,9
Chemija,02357216,0.155,16
Clinical Diabetology,"24508187, 24507458",0.155,8
Current Traditional Medicine,"22150846, 22150838",0.155,6
Domes : digest of Middle East studies,"10604367, 19493606",0.155,13
Educational Practice and Theory,1323577X,0.155,6
Ekoloji,13001361,0.155,21
Energy Engineering: Journal of the Association of Energy Engineers,"15460118, 01998595",0.155,14
Enfermeria Global,16956141,0.155,11
Estudos em Comunicacao,16464974,0.155,6
Europa XXI,"14297132, 23008547",0.155,3
Farmatsiya i Farmakologiya,"23079266, 24132241",0.155,6
Folia Pharmacologica Japonica,"00155691, 13478397",0.155,19
Fonseca Journal of Communication,21729077,0.155,3
Gender Studies,"22860134, 1583980X",0.155,2
IFMBE Proceedings,16800737,0.155,35
Indonesian Aquaculture Journal,"02150883, 25026577",0.155,3
Indonesian Journal of Biotechnology,"20892241, 08538654",0.155,5
Insecta Matsumurana,00201804,0.155,5
International Journal of Gastrointestinal Intervention,"26360012, 26360004",0.155,3
International Journal of Pedagogy and Curriculum,"23277963, 23279133",0.155,5
International Journal of Probiotics and Prebiotics,15551431,0.155,19
Italian Journal of Vascular and Endovascular Surgery,"18244777, 18271847",0.155,7
Journal of Applied Rehabilitation Counseling,"00472220, 26397641",0.155,2
Journal of Economic Geology,"20087306, 24235865",0.155,4
Journal of Islamic Thought and Civilization,"20750943, 25200313",0.155,2
Journal of Southern History,00224642,0.155,19
Journal of the National Science Foundation of Sri Lanka,13914588,0.155,23
Language Value,19897103,0.155,2
Materials China,16743962,0.155,15
Obesity and Metabolism,"20718713, 23065524",0.155,10
Plastic Surgical Nursing,"07415206, 15501841",0.155,21
"Psychoanalysis, Culture and Society","10880763, 15433390",0.155,11
Revista de Estudios Internacionales Mediterraneos,18874460,0.155,6
Russian Electronic Journal of Radiology,22227415,0.155,8
Serbian Journal of Electrical Engineering,"14514869, 22177183",0.155,8
Series on Biomechanics,13132458,0.155,6
South Asian History and Culture,"19472501, 19472498",0.155,12
Tijdschrift voor Gerontologie en Geriatrie,"01679228, 07709056, 18756832",0.155,19
"Transactions of the Korean Society of Mechanical Engineers, B","22885234, 12264881",0.155,8
Tropical Journal of Natural Product Research,"26160692, 26160684",0.155,7
Activitas Nervosa Superior,18029698,0.154,10
Akusherstvo i Ginekologiya (Russian Federation),"24125679, 03009092",0.154,11
Al-Qantara,"19882955, 02113589",0.154,15
Annals of Economics and Finance,15297373,0.154,26
Annual Review of CyberTherapy and Telemedicine,15548716,0.154,19
Asian Journal of Peacebuilding,"22882707, 22882693",0.154,4
Asian Journal of Sport and Exercise Psychology,26672391,0.154,3
Australian Art Education,10321942,0.154,1
Australian Journal of Rehabilitation Counselling,"13238922, 18386059",0.154,13
Carbon and Climate Law Review,"21908230, 18649904",0.154,4
CESifo Forum,1615245X,0.154,15
Childhood Education,"00094056, 21620725",0.154,27
Complex Issues of Cardiovascular Diseases,"23061278, 25879537",0.154,5
Current Psychiatry,15378276,0.154,12
Curriculo sem Fronteiras,16451384,0.154,10
Curriculum and Teaching,0726416X,0.154,6
Dalian Haishi Daxue Xuebao/Journal of Dalian Maritime University,10067736,0.154,12
Dix-Neuf,14787318,0.154,5
Global Trade and Customs Journal,"18756468, 1569755X",0.154,4
Grey Room,15263819,0.154,19
"Historical Journal of Film, Radio and Television",01439685,0.154,19
Human Pathology: Case Reports,22143300,0.154,6
IBIMA Business Review,19473788,0.154,6
"IEEJ Transactions on Electronics, Information and Systems",03854221,0.154,19
Indian Journal of Small Ruminants,"09739718, 09719857",0.154,3
International Journal of Computational Materials Science and Surface Engineering,"17533465, 17533473",0.154,12
Japanese Journal of Hygiene,"18826482, 00215082",0.154,20
Journal of Computational and Theoretical Nanoscience,"15461955, 15461963",0.154,58
Journal of Cosmetic Science,15257886,0.154,40
Journal of Diagnostic Medical Sonography,"15525430, 87564793",0.154,19
Journal of Drug and Alcohol Research,"20908342, 20908334",0.154,8
Journal of New Zealand Grasslands,"24632872, 24632880",0.154,5
Journal of the Philosophy of History,"18722636, 1872261X",0.154,13
Klinichescheskaya Laboratornaya Diagnostika,08692084,0.154,12
Language Problems and Language Planning,"15699889, 02722690",0.154,24
Lecture Notes in Bioengineering,"2195271X, 21952728",0.154,11
Lingue e Linguaggio,17209331,0.154,16
Malaysian Journal of Science,13943065,0.154,15
ORAL and Implantology,"20352468, 19745648",0.154,26
Paliva,18042058,0.154,3
Per Linguam,"22240012, 02592312",0.154,2
Pesticide Research Journal,"2249524X, 09706763",0.154,4
Propagation of Ornamental Plants,13119109,0.154,19
Research in the Social Scientific Study of Religion,10468064,0.154,16
Revue Roumaine de Chimie,00353930,0.154,26
Social Work and Society,16138953,0.154,11
South Eastern European Journal of Public Health,21975248,0.154,4
"Studia Historica, Historia Moderna",02132079,0.154,6
